timestamp,track_id,class,x1,y1,x2,y2,confidence
2025-05-31 14:23:11.920566,3,motorcycle,791.1435,542.2424,1131.477,803.571,0.74417454
2025-05-31 14:23:11.921112,4,person,913.311,391.2208,1073.8423,715.421,0.7759381
2025-05-31 14:23:11.921699,5,person,195.55124,349.25455,385.14404,693.10803,0.74924856
2025-05-31 14:23:11.922214,6,bus,1649.766,298.16898,1919.8446,508.03296,0.6739216
2025-05-31 14:23:11.922807,8,motorcycle,1389.5924,519.6528,1584.0112,685.2591,0.6987309
2025-05-31 14:23:11.923341,10,truck,1232.5824,283.1486,1650.845,575.4408,0.69074905
2025-05-31 14:23:11.923815,11,car,389.5279,383.29626,612.1808,593.7611,0.71989715
2025-05-31 14:23:11.924659,14,motorcycle,0.0,511.72644,177.80081,843.3807,0.7310024
2025-05-31 14:23:11.925368,12,motorcycle,1603.0399,502.03467,1765.8689,628.7029,0.53749686
2025-05-31 14:23:12.340709,1,person,1435.7988,429.59927,1565.0182,650.12604,0.7305111
2025-05-31 14:23:12.342305,2,motorcycle,108.190056,479.9788,504.66144,730.7009,0.8124168
2025-05-31 14:23:12.343200,3,motorcycle,815.2745,550.63104,1148.2799,799.566,0.7875515
2025-05-31 14:23:12.344030,4,person,932.9143,391.8721,1105.2678,719.51447,0.7893434
2025-05-31 14:23:12.344997,5,person,234.81885,349.06824,412.07776,692.7494,0.69241434
2025-05-31 14:23:12.345886,6,bus,1653.6802,301.1723,1919.7853,504.55923,0.57886004
2025-05-31 14:23:12.347148,8,motorcycle,1402.1189,516.7253,1590.8242,683.2003,0.7145937
2025-05-31 14:23:12.348164,10,truck,1232.6381,283.22015,1645.5995,573.2791,0.63713175
2025-05-31 14:23:12.349034,11,car,399.51538,385.6779,626.1075,599.1111,0.73202956
2025-05-31 14:23:12.374168,14,motorcycle,0.0,527.64343,208.23,836.026,0.56858206
2025-05-31 14:23:12.375581,12,motorcycle,1607.7163,491.39813,1773.515,628.5135,0.5704711
2025-05-31 14:23:12.376782,9,truck,581.68744,355.1112,1204.222,655.0723,0.60613674
2025-05-31 14:23:12.887333,1,person,1446.122,429.12006,1567.033,646.8158,0.69137377
2025-05-31 14:23:12.887999,2,motorcycle,148.46819,479.0938,531.4794,728.7568,0.7780874
2025-05-31 14:23:12.888697,3,motorcycle,841.87537,549.0461,1166.0116,796.16095,0.76484466
2025-05-31 14:23:12.889281,4,person,953.1092,392.52008,1118.1212,720.78827,0.8124562
2025-05-31 14:23:12.889866,5,person,255.89655,352.88385,437.952,686.36053,0.71198046
2025-05-31 14:23:12.890494,8,motorcycle,1411.503,522.6708,1598.7516,681.29584,0.7508143
2025-05-31 14:23:12.891029,10,truck,1241.9128,287.75443,1657.3022,573.2133,0.591126
2025-05-31 14:23:12.891551,11,car,410.52307,385.63602,642.3558,600.97015,0.62073696
2025-05-31 14:23:12.892465,14,motorcycle,0.0,599.0564,183.06026,947.1093,0.6677389
2025-05-31 14:23:12.893216,9,truck,599.5773,346.63983,1230.0706,651.0771,0.6388713
2025-05-31 14:23:13.316916,1,person,1457.7218,429.29788,1575.7799,646.47406,0.6814526
2025-05-31 14:23:13.317749,2,motorcycle,183.68944,489.8654,556.9527,725.46936,0.7935817
2025-05-31 14:23:13.318528,3,motorcycle,862.1401,548.6686,1183.7097,790.70184,0.825013
2025-05-31 14:23:13.319227,4,person,974.25964,395.56277,1136.5166,717.55634,0.80243343
2025-05-31 14:23:13.319961,5,person,273.92917,358.33313,461.38916,670.72546,0.6129019
2025-05-31 14:23:13.320753,8,motorcycle,1422.7621,511.88428,1605.2545,678.65686,0.6881858
2025-05-31 14:23:13.321590,11,car,423.0472,380.8687,662.2737,600.4321,0.53561497
2025-05-31 14:23:13.322685,14,motorcycle,0.32755002,571.0532,212.1093,970.48413,0.5630619
2025-05-31 14:23:13.323527,9,truck,609.9303,350.3611,1245.3279,653.14325,0.5833086
2025-05-31 14:23:13.324421,7,bus,944.4631,255.03377,1283.3412,526.3193,0.515973
2025-05-31 14:23:13.325258,6,bus,1661.2422,300.15106,1920.0,498.2368,0.5555352
2025-05-31 14:23:13.326225,12,motorcycle,1621.2397,472.91647,1778.18,623.253,0.55126464
2025-05-31 14:23:13.730219,1,person,1465.78,431.78873,1590.4541,647.115,0.71996367
2025-05-31 14:23:13.730862,2,motorcycle,217.12103,486.35846,582.8377,721.7446,0.8203235
2025-05-31 14:23:13.731474,3,motorcycle,883.5315,554.9357,1199.2041,786.3526,0.82174516
2025-05-31 14:23:13.732015,4,person,993.69055,397.92728,1152.0381,718.7623,0.82800305
2025-05-31 14:23:13.732578,5,person,309.23895,358.70163,484.84906,667.28156,0.7038992
2025-05-31 14:23:13.733203,8,motorcycle,1433.5891,510.03555,1612.9437,678.09955,0.73398095
2025-05-31 14:23:13.733821,14,motorcycle,0.066145465,525.8025,277.13007,973.18884,0.74902
2025-05-31 14:23:13.734367,9,truck,617.5145,351.07907,1259.0472,654.3084,0.5561444
2025-05-31 14:23:13.734849,6,bus,1664.8716,301.4378,1920.0,494.15793,0.570858
2025-05-31 14:23:13.735441,12,motorcycle,1626.1028,474.85635,1785.762,622.41565,0.52764887
2025-05-31 14:23:14.158507,1,person,1473.3905,433.06982,1593.8812,645.09863,0.6712037
2025-05-31 14:23:14.159347,2,motorcycle,243.03421,444.4252,606.71515,722.37427,0.7723639
2025-05-31 14:23:14.160140,3,motorcycle,906.14087,550.0505,1212.8596,786.77454,0.84825927
2025-05-31 14:23:14.160842,4,person,1010.22437,399.42316,1169.9077,709.7549,0.75324386
2025-05-31 14:23:14.161606,5,person,346.76407,357.6203,509.89258,657.55927,0.6961513
2025-05-31 14:23:14.162425,8,motorcycle,1443.412,512.20435,1617.147,675.7228,0.7243133
2025-05-31 14:23:14.163499,14,motorcycle,0.3136025,514.1562,320.23712,965.6414,0.79292095
2025-05-31 14:23:14.164616,9,truck,631.3715,332.90192,1278.3276,653.80566,0.5423681
2025-05-31 14:23:14.165580,6,bus,1667.2026,301.33817,1919.9551,494.9459,0.5287473
2025-05-31 14:23:14.166374,12,motorcycle,1629.9633,481.30307,1790.6132,623.21515,0.54733765
2025-05-31 14:23:14.167150,10,truck,1263.1946,288.1948,1656.2993,579.57135,0.5570137
2025-05-31 14:23:14.580383,1,person,1481.292,433.20523,1607.5684,643.0653,0.72898376
2025-05-31 14:23:14.581189,2,motorcycle,268.432,438.18518,629.9957,719.76874,0.66827464
2025-05-31 14:23:14.581924,3,motorcycle,925.3328,554.6892,1230.1881,783.0602,0.8062481
2025-05-31 14:23:14.582610,4,person,1027.454,400.53958,1190.3508,709.76404,0.77412343
2025-05-31 14:23:14.583303,5,person,360.42984,355.99036,538.6118,665.25507,0.5577174
2025-05-31 14:23:14.584029,8,motorcycle,1452.8728,514.17395,1618.3986,673.94336,0.71037567
2025-05-31 14:23:14.584905,14,motorcycle,0.42889547,486.96906,366.66745,955.5648,0.7867952
2025-05-31 14:23:14.585896,12,motorcycle,1633.5022,494.63928,1792.3959,623.72687,0.56434757
2025-05-31 14:23:14.586575,7,bus,954.17584,256.0455,1295.9498,514.317,0.6176069
2025-05-31 14:23:15.004108,1,person,1489.5215,434.06174,1612.853,641.38605,0.73958266
2025-05-31 14:23:15.004773,2,motorcycle,301.85394,472.4782,652.5176,717.6772,0.78174007
2025-05-31 14:23:15.005389,3,motorcycle,944.833,552.9623,1245.5448,780.8065,0.8198472
2025-05-31 14:23:15.005930,4,person,1043.8633,400.10434,1208.453,722.2888,0.7469018
2025-05-31 14:23:15.006509,5,person,390.60205,358.07495,565.14044,654.2854,0.64118207
2025-05-31 14:23:15.007097,8,motorcycle,1462.1898,512.2021,1623.9493,672.83215,0.6577146
2025-05-31 14:23:15.007732,14,motorcycle,0.49078304,517.86707,415.01993,951.322,0.79812455
2025-05-31 14:23:15.008350,18,person,0.0,350.7085,275.67642,848.0471,0.78302354
2025-05-31 14:23:15.008880,7,bus,953.3493,257.007,1299.6617,527.4135,0.52043825
2025-05-31 14:23:15.415699,1,person,1496.7251,434.25104,1616.864,643.757,0.6768222
2025-05-31 14:23:15.416368,2,motorcycle,333.43762,444.2457,676.2226,716.78046,0.63718516
2025-05-31 14:23:15.416964,3,motorcycle,963.4998,546.86694,1257.6324,779.2642,0.8626098
2025-05-31 14:23:15.417519,4,person,1062.9844,402.7126,1227.26,716.168,0.6363774
2025-05-31 14:23:15.418055,5,person,434.33606,356.59094,588.4032,662.22314,0.6704786
2025-05-31 14:23:15.418674,8,motorcycle,1472.3813,514.61456,1631.2755,672.4943,0.6331959
2025-05-31 14:23:15.419302,14,motorcycle,0.25599253,515.7814,463.6058,952.7525,0.83616793
2025-05-31 14:23:15.420110,18,person,15.280074,348.34824,331.0092,849.22943,0.83392555
2025-05-31 14:23:15.420695,6,bus,1676.1611,302.4299,1920.0,473.40842,0.514922
2025-05-31 14:23:15.421371,10,truck,1279.3976,291.98376,1674.0168,574.506,0.5912295
2025-05-31 14:23:15.907068,1,person,1507.1841,434.15375,1623.2968,633.86957,0.63872236
2025-05-31 14:23:15.907963,2,motorcycle,378.09146,461.64432,700.16815,713.6807,0.6228632
2025-05-31 14:23:15.908788,3,motorcycle,984.7159,550.6363,1271.2406,776.3698,0.8813337
2025-05-31 14:23:15.909532,4,person,1077.4517,401.5628,1242.3834,709.6652,0.783936
2025-05-31 14:23:15.910365,8,motorcycle,1481.4424,506.92175,1635.8335,671.4657,0.6122214
2025-05-31 14:23:15.911213,14,motorcycle,0.0,529.4617,509.32565,970.60925,0.6893867
2025-05-31 14:23:15.911997,18,person,64.996056,347.08698,381.51654,850.88477,0.5803329
2025-05-31 14:23:15.912972,10,truck,1286.6124,288.7788,1677.3086,575.82935,0.6745163
2025-05-31 14:23:15.913981,16,person,1804.1189,454.92044,1868.7018,586.9131,0.5228893
2025-05-31 14:23:16.334734,1,person,1515.614,430.47958,1632.533,629.1557,0.6891905
2025-05-31 14:23:16.335391,2,motorcycle,416.72107,481.9166,720.9887,709.0506,0.5150483
2025-05-31 14:23:16.335992,3,motorcycle,1007.72986,545.94916,1285.1716,770.04285,0.83609235
2025-05-31 14:23:16.336551,4,person,1095.4325,399.79123,1260.3645,702.9102,0.7150368
2025-05-31 14:23:16.337149,8,motorcycle,1489.6384,505.4437,1645.8759,668.9804,0.64938706
2025-05-31 14:23:16.337780,14,motorcycle,0.32363254,518.80585,554.05695,986.8506,0.77059627
2025-05-31 14:23:16.338416,18,person,126.52897,354.96548,436.80173,839.09326,0.7733166
2025-05-31 14:23:16.338947,10,truck,1287.2837,287.33722,1691.6877,574.94354,0.51734203
2025-05-31 14:23:16.339515,5,person,472.5963,367.46875,638.69476,662.11096,0.51577395
2025-05-31 14:23:16.765023,1,person,1525.3315,432.89502,1640.3508,630.88367,0.63567585
2025-05-31 14:23:16.765781,3,motorcycle,1028.3367,537.4094,1297.598,766.4327,0.7906489
2025-05-31 14:23:16.766433,4,person,1112.7181,399.63245,1282.585,705.88196,0.7541416
2025-05-31 14:23:16.767107,8,motorcycle,1499.0375,501.99844,1647.6996,665.643,0.6509684
2025-05-31 14:23:16.767865,14,motorcycle,1.363303,493.3181,600.55396,985.73315,0.7990854
2025-05-31 14:23:16.768605,18,person,170.30188,354.75323,492.13098,829.04034,0.5360329
2025-05-31 14:23:16.769219,10,truck,1294.8457,288.81876,1700.3912,573.87946,0.6217504
2025-05-31 14:23:16.769845,5,person,492.25262,371.78635,666.6668,661.28534,0.58903486
2025-05-31 14:23:16.770615,16,person,1808.4211,449.87717,1874.956,590.0744,0.5193382
2025-05-31 14:23:17.194261,1,person,1531.6007,435.18427,1648.8745,631.1557,0.64478934
2025-05-31 14:23:17.194986,3,motorcycle,1048.0092,543.955,1307.5522,764.98694,0.80402374
2025-05-31 14:23:17.195635,4,person,1126.721,400.26138,1287.0415,711.2583,0.65815043
2025-05-31 14:23:17.196316,8,motorcycle,1506.4635,506.94208,1654.3069,666.43115,0.66753465
2025-05-31 14:23:17.197042,14,motorcycle,19.193928,510.53427,643.1064,972.74475,0.76176965
2025-05-31 14:23:17.197768,18,person,241.87845,364.62967,536.19653,817.9053,0.6661034
2025-05-31 14:23:17.198409,5,person,513.4328,373.2612,681.86127,658.8012,0.64929
2025-05-31 14:23:17.604139,1,person,1538.9155,433.3201,1652.8615,635.16077,0.75776523
2025-05-31 14:23:17.604782,3,motorcycle,1065.6068,543.80084,1321.37,760.9408,0.75752825
2025-05-31 14:23:17.605364,4,person,1142.5382,402.1943,1306.2311,699.95465,0.593236
2025-05-31 14:23:17.605957,8,motorcycle,1514.1516,512.2763,1657.3096,666.2299,0.659331
2025-05-31 14:23:17.606624,14,motorcycle,57.66099,520.79004,683.5545,960.89154,0.85488653
2025-05-31 14:23:17.607300,18,person,304.17438,371.50162,579.8539,711.3821,0.60829407
2025-05-31 14:23:17.607859,21,person,221.50653,356.08957,342.11423,639.13196,0.71862143
2025-05-31 14:23:17.608369,16,person,1815.4742,450.9752,1875.6426,591.44385,0.5275853
2025-05-31 14:23:18.001922,1,person,1545.5822,434.37262,1659.3948,635.63916,0.73864925
2025-05-31 14:23:18.002513,3,motorcycle,1081.8228,541.90845,1333.2122,759.79736,0.81566954
2025-05-31 14:23:18.003034,4,person,1159.0546,402.2707,1318.573,697.68756,0.7102482
2025-05-31 14:23:18.003588,8,motorcycle,1523.1715,510.16818,1665.0022,664.5126,0.61302334
2025-05-31 14:23:18.004167,14,motorcycle,137.56404,522.31885,724.148,947.9515,0.7761315
2025-05-31 14:23:18.004664,21,person,249.72543,358.09055,366.79337,638.7794,0.74450874
2025-05-31 14:23:18.005087,16,person,1813.4689,450.73682,1887.5446,592.4421,0.524143
2025-05-31 14:23:18.005597,12,motorcycle,1669.5144,507.44482,1813.3088,617.786,0.5093833
2025-05-31 14:23:18.006047,10,truck,1303.1844,297.1659,1694.3918,572.0783,0.67505705
2025-05-31 14:23:18.006554,5,person,568.68304,372.2422,736.30597,656.28906,0.57167786
2025-05-31 14:23:18.400735,1,person,1552.1713,433.08362,1668.2742,621.5269,0.70957726
2025-05-31 14:23:18.401401,3,motorcycle,1097.6398,547.9088,1345.2029,756.46295,0.8447181
2025-05-31 14:23:18.401958,4,person,1170.7194,400.7937,1330.9418,692.9683,0.6474389
2025-05-31 14:23:18.402566,8,motorcycle,1531.3007,519.65125,1665.7749,660.07227,0.638799
2025-05-31 14:23:18.403225,14,motorcycle,133.21078,488.7033,763.4633,936.8346,0.6047498
2025-05-31 14:23:18.403793,21,person,284.04153,357.5036,412.29645,635.63916,0.77682513
2025-05-31 14:23:18.404322,10,truck,1307.6377,297.04797,1708.8776,572.97235,0.6000423
2025-05-31 14:23:18.404874,5,person,594.45575,372.91534,763.46716,655.54095,0.58358085
2025-05-31 14:23:18.405413,9,truck,761.6071,368.26694,1212.1667,640.5469,0.57626724
2025-05-31 14:23:18.406089,18,person,408.96625,372.29947,666.40607,665.4458,0.53063756
2025-05-31 14:23:18.808729,1,person,1558.7747,433.87997,1678.2026,619.3449,0.74484605
2025-05-31 14:23:18.809482,3,motorcycle,1113.2366,549.9769,1355.4401,753.324,0.80713403
2025-05-31 14:23:18.810155,4,person,1186.7292,401.48956,1341.2484,698.46075,0.6982453
2025-05-31 14:23:18.810850,8,motorcycle,1537.9872,523.3052,1666.6295,659.2337,0.7820634
2025-05-31 14:23:18.811617,14,motorcycle,218.85893,514.2919,805.1571,930.9992,0.68443257
2025-05-31 14:23:18.812297,21,person,314.97946,359.67886,456.3695,633.7771,0.8007445
2025-05-31 14:23:18.812967,5,person,613.64,359.8705,781.2753,737.7049,0.5744098
2025-05-31 14:23:18.813605,9,truck,788.86847,369.11218,1214.1027,638.5468,0.50897235
2025-05-31 14:23:19.228356,1,person,1564.9647,433.18887,1683.5408,616.3594,0.7428245
2025-05-31 14:23:19.228984,3,motorcycle,1131.6891,548.4684,1367.716,752.1623,0.81690127
2025-05-31 14:23:19.229565,4,person,1199.5952,403.4818,1355.3192,703.4844,0.69373965
2025-05-31 14:23:19.230157,8,motorcycle,1544.2719,525.97003,1669.863,658.56934,0.7097304
2025-05-31 14:23:19.230790,14,motorcycle,249.03407,515.83655,841.4517,919.41095,0.6004584
2025-05-31 14:23:19.231358,21,person,343.6274,362.069,486.2321,622.51697,0.68877786
2025-05-31 14:23:19.231880,13,person,1684.9116,443.11066,1778.4545,614.5807,0.5047845
2025-05-31 14:23:19.232394,11,person,645.6245,373.5076,773.55884,566.8138,0.53474605
2025-05-31 14:23:19.232984,18,person,501.48288,376.06024,739.6246,738.4828,0.59970045
2025-05-31 14:23:19.643278,1,person,1569.6182,435.53326,1686.8998,618.66003,0.7004353
2025-05-31 14:23:19.643897,3,motorcycle,1150.0958,546.8982,1377.8167,749.67865,0.81122637
2025-05-31 14:23:19.644481,4,person,1212.8488,404.64136,1366.8068,697.8558,0.64885265
2025-05-31 14:23:19.645054,8,motorcycle,1551.2305,525.3963,1672.9014,655.50946,0.56967807
2025-05-31 14:23:19.645715,14,motorcycle,342.82877,518.6417,878.04535,912.8645,0.6869557
2025-05-31 14:23:19.646276,21,person,371.7758,364.91672,512.9327,621.4757,0.7533661
2025-05-31 14:23:19.646787,13,person,1689.1833,442.7993,1781.0663,614.22614,0.6388382
2025-05-31 14:23:19.647303,10,truck,1328.6278,299.08688,1719.9546,574.8414,0.54494613
2025-05-31 14:23:20.054896,1,person,1573.8127,434.86014,1688.057,622.41705,0.6859019
2025-05-31 14:23:20.055569,3,motorcycle,1164.7119,539.5471,1389.2869,744.1254,0.7879717
2025-05-31 14:23:20.056140,4,person,1228.5195,402.5744,1374.7937,701.3175,0.5389465
2025-05-31 14:23:20.056737,8,motorcycle,1559.6722,526.4471,1677.9886,653.5878,0.6843736
2025-05-31 14:23:20.057391,14,motorcycle,411.4632,523.0566,902.2482,907.22986,0.75320864
2025-05-31 14:23:20.057965,21,person,398.4786,364.2598,566.88196,621.82306,0.5920266
2025-05-31 14:23:20.058630,23,motorcycle,219.34293,454.99002,541.6111,812.5235,0.5726859
2025-05-31 14:23:20.059228,18,person,583.7956,384.18353,807.7438,670.8008,0.52560383
2025-05-31 14:23:20.453320,1,person,1578.4492,432.14032,1689.7504,624.58417,0.7125207
2025-05-31 14:23:20.453955,3,motorcycle,1180.2515,536.0719,1398.1481,740.1069,0.82224333
2025-05-31 14:23:20.454524,4,person,1242.343,403.08926,1383.8698,692.3643,0.56341666
2025-05-31 14:23:20.455090,8,motorcycle,1565.2958,529.6079,1682.3003,651.11615,0.5920108
2025-05-31 14:23:20.455724,14,motorcycle,463.09964,515.89087,924.11194,899.0582,0.825865
2025-05-31 14:23:20.456291,21,person,426.10837,363.28885,587.7374,619.7989,0.5918435
2025-05-31 14:23:20.456921,23,motorcycle,223.8291,456.71033,588.20166,810.0919,0.6277469
2025-05-31 14:23:20.457437,24,truck,0.0,401.12692,237.60237,689.3669,0.6501693
2025-05-31 14:23:20.458112,18,person,618.9233,390.26373,855.5297,775.4278,0.5670358
2025-05-31 14:23:20.458981,9,truck,843.5267,371.8859,1262.4803,636.18164,0.54946655
2025-05-31 14:23:20.890877,1,person,1586.1687,433.5301,1696.1027,622.80444,0.71456265
2025-05-31 14:23:20.891540,3,motorcycle,1191.8906,536.1988,1406.3276,736.3573,0.8071755
2025-05-31 14:23:20.892084,4,person,1255.2777,404.14038,1400.0864,684.2111,0.66504854
2025-05-31 14:23:20.892683,8,motorcycle,1573.2473,530.3936,1685.8632,650.1236,0.7006691
2025-05-31 14:23:20.893310,14,motorcycle,514.6766,516.93036,946.4406,890.63556,0.80500764
2025-05-31 14:23:20.893865,21,person,453.89978,366.25778,606.84924,614.52075,0.56641847
2025-05-31 14:23:20.894508,23,motorcycle,274.22336,459.5413,632.176,808.0322,0.74600816
2025-05-31 14:23:20.894998,24,car,0.0,407.0341,254.96545,687.7318,0.6692873
2025-05-31 14:23:20.895612,18,person,653.2446,393.64114,881.03357,788.1896,0.52525866
2025-05-31 14:23:20.896239,9,truck,857.35736,371.3268,1273.5001,634.2253,0.5126889
2025-05-31 14:23:20.896935,11,person,746.9821,373.51285,856.3736,552.8645,0.5482304
2025-05-31 14:23:21.298655,1,person,1592.0621,432.70398,1702.542,619.99036,0.66628385
2025-05-31 14:23:21.299294,3,motorcycle,1209.1812,538.98,1416.9371,734.8924,0.8272611
2025-05-31 14:23:21.299837,4,person,1256.8466,404.2365,1411.341,684.56335,0.57414526
2025-05-31 14:23:21.300429,8,motorcycle,1579.1167,521.5224,1690.5424,648.1595,0.6524026
2025-05-31 14:23:21.301045,14,motorcycle,560.27386,521.9856,971.5479,882.7379,0.8351896
2025-05-31 14:23:21.301704,23,motorcycle,300.25076,459.4005,677.2669,802.70325,0.74742967
2025-05-31 14:23:21.302209,24,car,0.4764874,397.78723,278.40836,687.15106,0.7898245
2025-05-31 14:23:21.708302,1,person,1597.9181,434.1868,1710.5024,625.9097,0.65790653
2025-05-31 14:23:21.708942,3,motorcycle,1222.9983,539.9748,1426.44,730.26044,0.8189927
2025-05-31 14:23:21.709527,4,person,1275.1489,404.30798,1422.9633,682.6816,0.70790946
2025-05-31 14:23:21.710102,8,motorcycle,1585.4567,522.5604,1694.4905,646.71246,0.635231
2025-05-31 14:23:21.710752,14,motorcycle,597.0487,538.8688,1006.61633,878.0217,0.8312275
2025-05-31 14:23:21.711405,23,motorcycle,322.2522,459.83148,696.6897,798.8507,0.65369123
2025-05-31 14:23:21.711907,24,car,0.5001269,381.72647,299.5237,684.9957,0.6745179
2025-05-31 14:23:21.712462,10,truck,1354.0469,297.10687,1730.0325,570.5506,0.5225006
2025-05-31 14:23:21.713187,18,person,719.6129,396.95053,941.9675,777.06256,0.6724936
2025-05-31 14:23:21.713885,9,truck,881.1276,371.78168,1300.018,632.97754,0.54687965
2025-05-31 14:23:22.386625,1,person,1604.757,432.87073,1714.1833,623.70935,0.7305265
2025-05-31 14:23:22.387352,3,motorcycle,1238.024,536.3587,1434.6262,729.13727,0.6833015
2025-05-31 14:23:22.387964,4,person,1287.8396,404.17007,1428.6503,690.60516,0.6239652
2025-05-31 14:23:22.388642,8,motorcycle,1590.8224,525.3657,1695.9434,644.25616,0.63601077
2025-05-31 14:23:22.389339,14,motorcycle,629.0329,543.72797,1036.7175,866.8981,0.83415556
2025-05-31 14:23:22.390058,23,motorcycle,344.2101,457.62402,742.2112,796.35693,0.7770364
2025-05-31 14:23:22.390643,24,car,0.453312,364.15616,321.29968,682.50574,0.7074408
2025-05-31 14:23:22.391418,25,truck,183.65013,218.83336,652.8712,549.5204,0.6147421
2025-05-31 14:23:22.392145,10,truck,1359.2761,296.32883,1729.8075,570.29706,0.5505464
2025-05-31 14:23:22.393000,18,person,751.0836,396.22946,971.5161,773.47705,0.74072266
2025-05-31 14:23:22.393807,9,car,893.8924,373.2392,1309.4218,630.30133,0.6515881
2025-05-31 14:23:22.394541,5,person,749.0644,393.9204,967.98395,647.9989,0.50666827
2025-05-31 14:23:22.395269,13,motorcycle,1718.4105,482.47272,1809.998,608.7815,0.56946284
2025-05-31 14:23:22.816318,1,person,1609.551,433.33847,1719.0552,620.05975,0.73470837
2025-05-31 14:23:22.817049,3,motorcycle,1250.3063,530.1293,1444.8143,727.0895,0.79408014
2025-05-31 14:23:22.817691,4,person,1300.061,404.3495,1438.5286,681.7827,0.54798186
2025-05-31 14:23:22.818362,8,motorcycle,1597.79,522.9214,1702.6403,644.0293,0.7580256
2025-05-31 14:23:22.819043,14,motorcycle,664.2996,541.41235,1055.7759,863.37317,0.8340063
2025-05-31 14:23:22.819811,23,motorcycle,367.00092,458.78452,774.84375,791.9005,0.848668
2025-05-31 14:23:22.820428,24,car,0.30284163,355.64633,343.4474,682.0346,0.6716027
2025-05-31 14:23:22.821086,25,truck,188.64981,220.61282,658.0648,545.5131,0.66409564
2025-05-31 14:23:22.822218,18,person,782.74207,397.05634,996.5227,763.5288,0.51011753
2025-05-31 14:23:22.823192,9,car,910.5378,375.32724,1320.3185,628.73004,0.5388644
